"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6506","Search","chromium","Thu Nov 21 21:35:17 GMT+03:00 2024","passed","Thu Nov 21 21:35:23 GMT+03:00 2024","","test.spec.js","",""
