"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8584","Search","chromium","Fri Nov 15 01:53:41 GMT 2024","passed","Fri Nov 15 01:53:50 GMT 2024","","test.spec.js","",""
