"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10067","Search","chromium","Tue Nov 12 01:44:46 GMT 2024","passed","Tue Nov 12 01:44:56 GMT 2024","","test.spec.js","",""
