"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5823","Search","chromium","Mon Nov 25 14:48:37 GMT 2024","passed","Mon Nov 25 14:48:42 GMT 2024","","test.spec.js","",""
